ID,英文詞彙,中文詞彙,更新日期
21334661,starting pitcher ,先發投手,
21334662,starting platform,出發台,
21334663,starting pontoon,起點碼頭,
21334664,starting position ,起跑姿勢 ,
21334665,starting sheet,出發單,
21334666,starting signal,起航信號；起跑訊號,
21334667,stationary boat,固定船,
21334668,statistics in sport and exercise,體育統計,
21334669,steady running,均速跑 ,
21334670,steady state,穩定狀態,
21334671,steal,抄截,
21334672,steeplechase hurdles,障礙賽欄架,
21334673,steeplechase races,障礙賽,
21334674,steeplechess hurdle ,障礙物,
21334675,steering aids,導航標,
21334676,step,跨步跳(三級跳的第二跳)；步法（保齡球）,
21334677,step backward,向後一步,
21334678,step forward,向前一步,
21334679,step test,登階測驗,
21334680,stepping,跨步,
21334681,steps,步法,
21334682,steps sequence,連接步法,
21334683,stereotype,刻板印象,
21334684,sternocleidomastoid,胸鎖乳突肌,
21334685,stewards,賽會管理人員,
21334686,stick,定住,
21334687,stick blade curve,球棍刀刃曲線,
21334688,stick checking,干擾球棍,
21334689,stick trap,用棍捕球,
21334690,stilliness,靜止,
21334691,stirrup-bar,蹬的橫踏板,
21334692,stoop elements,水平騰越系列動作,
21334693,stop,暫停（拳擊）,
21334694,stop and go,停走,
21334695,stop board ,抵趾板,
21334696,stop cut,一般反攻劈,
21334697,stop hit,一般反攻,
21334698,stop thrust,一般反攻刺,
21334699,stop watch,碼錶,
21334700,stoppage,發球延誤；停止比賽,
21334701,straddle jump ,俯臥式跳高,
21334702,straddle support,分腿支撐,
21334703,straight,直拳(拳擊)；直道(高爾夫),
21334704,straight ball,直球,
21334705,straight line,直線球,
21334706,straight thrust,直刺,
21334707,strain ,拉傷,
21334708,strategic deception,策略性欺騙,
21334709,street,街式賽(自由車),
21334710,street disciplines,街頭項目,
21334711,strength hold elements,靜止力量動作,
21334712,stress management,壓力管理,
21334713,stretch,直體,
21334714,stretch-shortening cycle,伸展縮短週期,
21334715,stretcher,腳蹬板；擔架,
21334716,stretching,伸展,
21334717,stride,步幅,
21334718,stride rate ,步頻,
21334719,strike,擊中,
21334720,strike out,三振,
21334721,striking circle,射擊圈,
21334722,striking position,擊球位置,
21334723,striking surface of racket,擊球拍面,
21334724,string,球拍線,
21334725,strings,弓弦（射箭）,
21334726,strip,卸下馬鞍,
21334727,stroke,打擊（高爾夫）,
21334728,stroke play,比桿賽,
21334729,stroke-play,比桿賽,
21334730,stud book,馬檔案,
21334731,stud farm,育馬場,
21334732,style of close-table attack,近檯快攻打法,
21334733,style of forehand and backhand loop,兩面弧圈球打法,
21334734,sub-culture,次文化,
21334735,Subjective Exercise Experiences Scale  {= SEES},主觀健身運動經驗量表,
21334736,substitute,隊員席,
21334737,substitution,換人{田徑},
21334738,successful rate,成功率,
21334739,sudden death,驟死賽,
21334740,sudden-death shootout,驟死賽點球大戰   ,
21334741,Sudirman Cup,蘇迪曼杯,
21334742,suit,擊劍服,
21334743,sumi gaeshi,隅返摔,
21334744,sumi-gaeshi,隅返摔,
21334745,sun block,防曬油,
21334746,sun glass,太陽鏡,
21334747,sunglasses,太陽眼鏡,
21334748,sunscreen,防曬乳,
21334749,supercompensation,超補償,
21334750,supercompensation of muscle glycogen,肝醣超補法,
21334751,supination ,旋後,
21334752,support scale elements,上水平系列力量動作,
21334753,support scales at ring height or swallow,齊環水平系列力量動作,
21334754,surcingle,馬腹帶,
21334755,surcingle loop,馬腹帶扣,
21334756,surfskate skateboard,衝浪型滑板,
21334757,suspend,暫停,
21334758,suspended game,保留比賽,
21334759,suspension,避震,
21334760,sutemi-waza,捨身技,
21334761,sweat test,流汗測試,
21334762,Swedish relay race,異程接力,
21334763,sweet spot,擊球甜蜜點,
21334764,swim cap,泳帽,
21334765,swimmer,游泳選手,
21334766,Swimming World Cup,世界盃游泳巡迴賽,
21334767,swing,擺擊拳(拳擊)；擺動,
21334768,swing arm,擺動臂,
21334769,swing path,揮桿路徑,
21334770,swings to strength hold elements,吊環擺動力量動作,
21334771,switch,反腳站姿{滑板},
21334772,switch leap,交換分腿跳,
21334773,switch leap with ¼ turn (90°) to side split (Johnson),詹森跳,
21334774,swordsman,擊劍運動員,
21334775,swordsmanship,擊劍劍術,
21334776,symbol,象徵,
21334777,symbolism,象徵主義,
21334778,synchronisation,同步,
21334779,synchronised diving,雙人跳水,
21334780,synchronization,協調同步,
21334781,synchrony,同步,
21334782,system,陣式（曲棍球）,
21334783,system of scoring,計分系統,
21334784,systematic observation,系統觀察法,
21334785,T-square,弦距量測尺（射箭）,
21334786,tachi-waza,站立摔法,
21334787,tack,帆前角,
21334788,tacking,迎風換舷,
21334789,tacking back,背後搶球,
21334790,tackle,搶斷；攔截(抄球),
21334791,tackle back,回擊,
21334792,tackle point,防守得分（卡巴迪）,
21334793,tactical training methods,戰術訓練方法,
21334794,Taekwondo world cup,跆拳道世界盃,
21334795,tai otoshi,體落,
21334796,tai-sabaki,取位,
21334797,tail,板尾{滑板},
21334798,take,完成攀登下放(攀岩),
21334799,take off,起跳,
21334800,take your marks,預備,
21334801,take-off area,起跳區,
21334802,take-off board ,起跳板,
21334803,take-off leg,起跳腿,
21334804,take-off line,起跳線,
21334805,take-off mark,起跳標誌,
21334806,take-over,接棒區,
21334807,take-over mark,接棒區標誌,
21334808,take-over umpire,接棒區裁判,
21334809,tandem,協力車賽,
21334810,tandems,協力車,
21334811,tang,劍身末端,
21334812,tani otoshi,谷落,
21334813,tank rowing,划槳池划船,
21334814,tap,擊打,
21334815,tap parry,擊打式防守,
21334816,tapering,賽前減量；減量訓練,
21334817,target,有效部位；標靶,
21334818,target area,有效面積,
21334819,target control system,控靶系統,
21334820,target face,靶紙（射箭）,
21334821,target field,有效部位,
21334822,target frame,靶架,
21334823,Target Heart Rate {= THR} range,目標心跳區,
21334824,target lines,目標標示線,
21334825,target sprint,衝刺射擊,
21334826,target table,靶位表,
21334827,tatami,柔道墊,
21334828,tate-shiho-gatame,騎態上四方壓制；縱四方壓制,
21334829,te-waza,手技,
21334830,teacher feedback,教師回饋,
21334831,Teaching Games for Understanding {= TGfU},理解式教學法,
21334832,teaching material of physical education,體育教學教材,
21334833,teaching objectives in Physical Education,體育教學目標,
21334834,team,團體,
21334835,team competition,成隊競賽,
21334836,team diving,混合全能跳水,
21334837,team event,團體賽,
21334838,team list,球隊名單,
21334839,team official,球隊職員,
21334840,team Pursuit,團隊追逐賽,
21334841,team sprint,團隊競速賽,
21334842,team uniform,團體隊服,
21334843,team-work,團隊精神,
21334844,technical analysis,技術分析,
21334845,technical and competition rules and regulations,技術與比賽規則暨施行細則,
21334846,technical and qualifying rankings,技術性和資格賽排名,
21334847,technical area,技術區域,
21334848,technical assistance zone,維修區,
21334849,technical controllers,技術管制員,
21334850,technical delegate,技術委員,
21334851,technical foul,技術犯規,
21334852,technical knock out{=TKO},技術擊倒,
21334853,technical manager,技術經理,
21334854,technical meeting,技術會議,
21334855,technical movement,技術動作,
21334856,technical officials’ and competition management tables,技術職員及競賽管理席,
21334857,technical routine,技術自選,
21334858,technical swimming committee,游泳技術委員會,
21334859,technical time-outs,技術暫停（排球）,
21334860,technical training methods,技術訓練方法,
21334861,technique grading,技術評判,
21334862,technology and information system {=TIS},技術及資訊系統,
21334863,tee ,中心孔；圓心孔{冰壺},
21334864,tee mark,發球標誌,
21334865,telescope,望遠鏡,
21334866,tempo race,節奏搶分賽,
21334867,tempo run,節奏跑,
21334868,tempt,挑引,
21334869,tendinitis；tendonitis,肌腱炎,
21334870,tennis court,網球場,
21334871,tennis elbow ,網球肘,
21334872,tennis leg,網球腿,
21334873,tennis racket,網球拍,
21334874,tension,壓擊；收緊繩,
21334875,test weigh-in room,試磅室,
21334876,the academic of physical education,體育學術,
21334877,the apparatus chair,專項裁判長,
21334878,the apparatus jury,專項裁判組,
21334879,the approach,助跑(撐竿跳),
21334880,the concepts of physical education,體育概念,
21334881,the death inside sports,競技運動中的死亡,
21334882,the essence of physical education,體育本質,
21334883,the expedite system,促進制度,
21334884,the field of soccer,足球場,
21334885,the finish line,終點線,
21334886,the first group,第一集團,
21334887,the fist,正拳,
21334888,the high toss serve,高拋式發球,
21334889,The International Association for the Philosophy of Sport {= IAPS},國際運動哲學學會,
21334890,the invention of tradition,傳統的發明,
21334891,the libero player,自由球員,
21334892,the net assembly,球網裝置,
21334893,The Open Championship,英國公開賽,
21334894,the overall impression,整體印象,
21334895,the philosophy of physical education,體育哲學,
21334896,the plant,插竿(撐竿跳),
21334897,the principle of specificity,特殊性原則,
21334898,the principle of sports competition,運動競賽原則,
21334899,the principles of kinesiology,人體運動學原理,
21334900,the raised shoulder,凸肩,
21334901,the recorder,成績紀錄員,
21334902,the reporting time,檢錄時間表,
21334903,the rights of sport,運動權利,
21334904,the rules of 5 meters,5公尺規則,
21334905,the shoulder,肩頂（籐球）,
21334906,the sixth beat,六分位姿勢擊打,
21334907,the sixth invito,六分位姿勢挑引,
21334908,the sixth parry,六分位姿勢防守,
21334909,the sixth position,六分位姿勢,
21334910,the start line,起跑線,
21334911,the stop board,抵趾板,
21334912,the swaying speed,擺速,
21334913,the third beat,三分位姿勢擊打,
21334914,the third invito,三分位姿勢挑引,
21334915,the third parry,三分位姿勢防守,
21334916,The three-stage techniques,三段技術,
21334917,the turn,轉體(撐竿跳),
21334918,The World Games,世界運動會,
21334919,Theatrical Dance,劇場舞蹈,
21334920,thebreakageof an essential part of thebicycle,自由車的主要部分故障,
21334921,theories of play,遊戲理論,
21334922,therapeutic exercise,運動治療,
21334923,thin shot,過薄球,
21334924,third baseman,三壘手,
21334925,third point；forty,40分 (網球),
21334926,third-base coach,三壘教練,
21334927,Thomas Cup,湯姆斯盃,
21334928,three pass away,三線防守,
21334929,three point shot,三分球,
21334930,three tracks,三蹄跡,
21334931,three-day eventing,三日賽,
21334932,three-second violation,三秒違例,
21334933,throat lash,咽喉革,
21334934,through pass,穿越傳球,
21334935,through the green,果嶺通道,
21334936,throw and catch,拋接,
21334937,throw-in,擲球入場,
21334938,throwing,投擲,
21334939,throwing arc,起擲弧,
21334940,throwing arm,投擲臂,
21334941,throwing circle,投擲圈,
21334942,throwing events,擲部賽事,
21334943,throwing motion,投擲動作,
21334944,throwing sector,投擲區,
21334945,throwing the hammer,擲鏈球,
21334946,thrown thrust,甩劍刺,
21334947,thrust,刺,
21334948,thumb hole amp,指洞,
21334949,tidal current,潮汐流,
21334950,tidal differences,潮差,
21334951,tide,潮汐,
21334952,tide table,潮汐表,
21334953,tie,平分；成績相等 (田徑),
21334954,tie breaker,突破僵局,
21334955,tie-break game,決勝局,
21334956,tie-break set,決勝局（網球）,
21334957,ties,成績相等,
21334958,tight rope,收緊繩,
21334959,tiller,方向舵,
21334960,time degagement,及時轉移,
21334961,time hit,及時刺,
21334962,time keeper,計時員,
21334963,time limit,比賽時間限制,
21334964,time penalty,時間懲罰 (鐵人三項),
21334965,time thrust,及刺,
21334966,time trial,計時賽；個人計時賽,
21334967,time wasting tactics,拖延戰術（足球）,
21334968,time-keeping,計時,
21334969,time-out,暫停,
21334970,time-trial race,計時賽（滑輪溜冰）,
21334971,timekeeper,計時員,
21334972,timekeeper's stand,計時台,
21334973,times at intermediate distances in races,比賽分段時間,
21334974,timing,計時,
21334975,timing chip,計時標籤,
21334976,timing penalties,時間判罰,
21334977,timing race,計時賽,
21334978,toe straps,腳趾壓艙帶,
21334979,toketa,壓制取消,
21334980,tokui-waza,得意動作,
21334981,Tomado,颶風型帆船,
21334982,tomoe nage,巴投；拋摔,
21334983,tomoe-nage,拋摔,
21334984,tonneau,多弩轉,
21334985,too short,劍尖輕微接觸,
21334986,tools box,工具箱,
21334987,top,削頂球；上尖；完攀點,
21334988,top bar,欄頂橫木；橫桿,
21334989,top hitting,肩上擊球,
21334990,top-spin ground stroke,上旋擊球,
21334991,topping,剃頭球,
21334992,topspin serve,上旋發球,
21334993,toss,托球（排球）；擲硬幣,
21334994,total touts,總場數,
21334995,touch,觸擊{卡巴迪},
21334996,touch panels for automatic equipment,電動感應觸板裝置,
21334997,touch point,觸摸得分,
21334998,touch the mark,碰標,
21334999,touch the net,觸網,
21335000,touche donce,刺中有效數,
21335001,touched-out,觸擊出界（排球）,
21335002,tournament commission,技術委員會,
21335003,trace,換繩,
21335004,track,跑道；蹄跡線；賽道,
